"كد دوره در نفت";"ترتيب";"كد دوره";"كد تخصصي";"ساعت";"عنوان دوره";"عنوان گروه تخصصي";"نوع دوره";"كد پيش نياز";"حداكثر ظرفيت";"اهداف دوره";"شرايط شركت كنندگان";"نحوه اجرا";"تجهيزات مورد نياز";"فضاي آموزشي";"روش تدريس";"منابع آموزشي";"شرايط مدرس";"مقطع تحصيلي و رشته";"تجربه تدريس";"تجربه حرفه اي";"سطح ارزيابي";"روش ارزيابي";"شاخص ارزيابي";"توضيحات";"شاخص ارزيابي1111";"شاخص ارزيابي11111"
20786;7002;"07002";"070";24;"استفاده  از كامپيوتر ومديريت  فايل ها MS WINDOWS";"عمومي - كامپيوتر - پايه";"عمومي";"07001";15;"كار با سيستم عامل ويندوز";"كاركنان صنعت نفت";"حضوري";;"كلاس";"تئوري-عملي";"كتاب";;"ليسانس مهندسي كامپيوتر - فناوري اطلاعات";"3";"5";"يادگيري";"آزمون";"75 از 100";;;
20787;7003;"07003";"070";24;"واژه پردازها MS OFFICE WORD";"عمومي - كامپيوتر - پايه";"عمومي";"07002";15;"بكار گيري قابليتها و ابزارهاي نرم افزار WORD";"كاركنان صنعت نفت";"حضوري";;"كلاس";"تئوري-عملي";"كتاب";;"ليسانس مهندسي كامپيوتر - فناوري اطلاعات";"3";"5";"يادگيري";"آزمون";"75 از 100";;;
20788;7004;"07004";"070";24;"صفحه گسترده ها MS OFFICE EXCEL";"عمومي - كامپيوتر - پايه";"عمومي";"07002";15;"بكار گيري قابليتها و ابزارهاي نرم افزار EXCEL";"كاركنان صنعت نفت";"حضوري";;"كلاس";"تئوري-عملي";"كتاب";;"ليسانس مهندسي كامپيوتر - فناوري اطلاعات";"3";"5";"يادگيري";"آزمون";"75 از 100";;;
20789;7005;"07005";"070";24;"بانكهاي  اطلاعاتي  MS OFFICE ACCESS";"عمومي - كامپيوتر - پايه";"عمومي";"07002";15;"بكار گيري قابليتها و ابزارهاي نرم افزار ACCESS";"كاركنان صنعت نفت";"حضوري";;"كلاس";"تئوري-عملي";"كتاب";;"ليسانس مهندسي كامپيوتر - فناوري اطلاعات";"3";"5";"يادگيري";"آزمون";"75 از 100";;;
20790;7006;"07006";"070";24;"ارائه  مطالب MS OFFICE POWERPOINT";"عمومي - كامپيوتر - پايه";"عمومي";"07002";15;"بكار گيري قابليتها و ابزارهاي نرم افزار POWERPOINT";"كاركنان صنعت نفت";"حضوري";;"كلاس";"تئوري-عملي";"كتاب";;"ليسانس مهندسي كامپيوتر - فناوري اطلاعات";"3";"5";"يادگيري";"آزمون";"75 از 100";;;
20791;7007;"07007";"070";24;"اينترنت و ارتباطات";"عمومي - كامپيوتر - پايه";"عمومي";"07002";15;"استفاده از اينترنت و سرويس هاي ارائه شده در آن";"كاركنان صنعت نفت";"حضوري";;"كلاس";"تئوري-عملي";"كتاب";;"ليسانس مهندسي كامپيوتر - فناوري اطلاعات";"3";"5";"يادگيري";"آزمون";"75 از 100";;;
20797;20405;;"204";32;"زبان تخصصي اصول و فنون بيمه";"زبان تخصصي - مشاغل غيرفني";"شغلي";"06012";15;"آشنايي فراگيران با زبان و اصطلاحات انگليسي در زمينه بيمه";"كارشناسان واحدهاي بازرگاني/ بين الملل/ مالي/حقوقي و ساير واحدهاي مرتبط";"حضوري";;"كلاس";"تئوري";"كتاب";"تجربه حرفه اي و داشتن مدرك TTI يا TTC يا TKTالزامي است";"ليسانس زبان انگليسي/ مديريت بازرگاني/ بيمه";"3";"10";"يادگيري";"آزمون";"ارائه مطلب يك نمونه پيشنهادي توسط فراگيران و 70%";;;
20800;41046;;"410";40;"PLC ALLEN BRADLEY  I";"برق - كنترل و ابزار دقيق";"شغلي";;10;"توانايي فراگيران در برنامه نويسي كنترل كننده منطقي برنامه پذير";"كارشناسان و تكنسينهاي برق و ابزار دقيق";"حضوري";"سيمولاتورهاي آموزشي";"كلاس - كارگاه";"تئوري-عملي";"جزوه - نرم افزار";"تجربه حرفه اي الزامي است";"كارشناس برق- ابزار دقيق";"3";"5";"يادگيري";"آزمون";"70 از 100";;;
20804;13908;"13908";"139";8;"آشنايي با موسسات خدمات اجتماعي";"پشتيباني و ستاد - منابع انساني - روابط كار و مددكاري";"شغلي";;25;"آشنايي با سازمانها و موسسات فعال در زمينه بازتواني، آموزش، نگهداري و درمان افراد نيازمند";"كاركنان مدد كاري و روابط كار";"حضوري";;"كلاس";"تئوري";"كتاب";"ليسانس مدد كاري اجتماعي و مديريت بيمه";"ليسانس مددكاري اجتماعي و مديريت بيمه";"2";"3";"يادگيري";"آزمون";"60%";;;
20808;13923;"13923";"139";16;"نيازسنجي درمددكاري";"پشتيباني و ستاد - منابع انساني - روابط كار و مددكاري";"شغلي";;25;"شناسايي نيازهاي كاركنان،نحوه سنجش و ارائه راهكارها";"كاركنان مدد كاري و روابط كار";"حضوري";;"كلاس";"تئوري";"كتاب";;"فوق ليسانس مددكاري";"3";"5";"يادگيري";"آزمون";"60%";;;
20809;13912;"13912";"139";16;"آشنايي با خانواده درماني";"پشتيباني و ستاد - منابع انساني - روابط كار و مددكاري";"شغلي";;25;"شناخت خانواده و ملحق شدن به آنها جهت برنامه ريزي و مداخله درماني";"كاركنان مدد كاري و روابط كار";"حضوري";;"كلاس";"تئوري-عملي";"كتاب";"فوق ليسانس مددكاري و خانواده درماني";"فوق ليسانس مددكاري و خانواده درماني";"5";"7";"رفتاري";"عملكرد";"بسيار خوب";;;
20811;7105;"07105";"071";8;"فناوري اطلاعات (IT) براي مديران وسرپرستان";"عمومي - كامپيوتر - عمومي";"عمومي";;20;"آشنايي با انواع سيستمهاي اطلاعاتي و مديريت آنها";" مديران و سرپرستان";"حضوري";;"كلاس";"تئوري";"جزوه";;"ليسانس مهندسي كامپيوتر - فناوري اطلاعات";"3";"7";"واكنشي";"نظرسنجي";;;;
20816;82044;;"820";16;"SCAL نرم افزار آناليز مغزه";"مهندسي مخازن";"شغلي";"82010";15;"آشنايي با مدلسازي خواص سنگ مخزن با بكارگيري نرم افزار SCAL";"كارشناسان واحدهاي بهره برداري / مهندسي مخازن";"حضوري";"رايانه - نرم افزار";"كارگاه";"تئوري-عملي";"جزوه - نرم افزار";;"كارشناسي ارشد مهندسي مخازن";"3 سال";"5 سال";"يادگيري";"آزمون";"تحويل پروژه";;;
20818;82806;;"828";40;"تفسير نمودارهاي پتروفيزيكي ـ پيشرفته";"پتروفيزيك";"شغلي";;15;"ايجاد توانايي در تفسير نمودارهاي  پتروفيزيكي";"كارشناسان واحدهاي حوزه مهندسي نفت و زمين شناسي";"حضوري";;"كلاس";"تئوري";"كتاب و جزوه";;"كارشناسي ارشد مهندسي نفت/ زمين شناسي نفت";"3";"5";"يادگيري";"آزمون";"60%";;;
20834;27425;;"274";40;"BS و ASME - بازرسي جرثقيل و بالابرها براساس استانداردهاي";"مهندسي مواد و بازرسي فني - بازرسي";"شغلي";;15;"توانايي بازرسي جرثقيل و بالابرها براساس استانداردهاي BS و ASME";"تكنسين و كارشناسان واحدهاي بازرسي فني / تعميرات";"حضوري";;"كلاس";"تئوري";"كتاب - جزوه";"سابقه حرفه اي الزاميست";"كارشناسي مهندسي مكانيك / متالورژي";"3";"5";"يادگيري";"آزمون";"70%";;;
20838;66004;;"660";24;"ارزيابي كارايي انرژي در تجهيزات برقي";"انرژي و بهينه سازي انرژي";"شغلي";;20;"اشنايي با انواع تجهيزات برقي، روشهاي محاسبه انرژي آنها، شناسايي فرصتهاي صرفه جويي انرژي در آنها";"كارشناسان و مهندسين فني - تخصصي و بخش انرژي";"حضوري";;"كلاس";"تئوري-عملي";"جزوه";;"كارشناس ارشد  فني و تخصصي";"3";"5";"يادگيري";"آزمون";"60 از 100";;;
20843;42049;;"420";40;"طراحي شبكه هاي الكتريكي با نرم افزارCYME";"برق - قدرت";"شغلي";;10;"آشنايي فراگيران بامطالعات سيستمهاي الكتريكي با استفاده از نرم افزارCYME";"كارشناسان شاغل در واحدهاي مهندسي ، تعميرات برق";"حضوري";;"كلاس-كارگاه";"تئوري-عملي";"كتاب-جزوه-نرم افزار";;"كارشناسي و بالاتر برق-قدرت";"3 سال";"5 سال";"يادگيري";"آزمون";"60%";;;
20852;66022;;"660";16;"انرژيهاي تجديد پذير";"انرژي و بهينه سازي انرژي";"عمومي";;20;"آشنايي با منابع نوين انرژي و كاربرد آنها در توليد انرژي";"كليه كاركنان";"حضوري";;"كلاس";"تئوري";"كتاب";;"رشته هاي كارشناسي فني";"3";"3";"يادگيري";"آزمون";"60 از 100";;;
20854;26019;"19";"260";32;"داده كاوي با نرم افزار SPSS Clementine";"آمار و پژوهش";"شغلي";"17579";15;"توانايي كار و تحليل با نرم افزار SPSS Clementine";"كارشناسان واحدهاي پژوهش و آمار و كامپيوتر";"حضوري";;"كلاس";"تئوري-عملي";"كتاب - جزوه - نرم افزار";"تسلط كامل به نرم افزار SPSS Clementine";"فوق ليسانس آمار / كامپيوتر";"3";"5";"يادگيري";"عملكرد";"70 از 100";;;
20862;13602;;"136";24;"قانون مديريت خدمات كشوري";"پشتيباني و ستاد - منابع انساني - مقررات";"عمومي";;20;"آشنايي با احكام قانون خدمات كشوري و دستورالعملهاي مرتبط با آن";"كاركنان واحدهاي تدوين مقررات / امور حقوقي";"حضوري";;"كلاس";"تئوري";"كتاب-جزوه";"دارا بودن گواهي تعيين صلاحيت از مركز آموزش مديريت دولتي";"كارشناسي مديريت";"3 سال";"5 سال";"يادگيري";"آزمون";"60%";;;
20864;13603;;"136";24;"قانون رسيدگي به تخلفات اداري";"پشتيباني و ستاد - منابع انساني - مقررات";"شغلي";;20;"آشنايي فراگيران با وظايف و تكاليف و حقوق قانوني خويش و نيز بهبود فعاليت كارگزاران امررسيدگي به تخلفات اداري به ويژه هيات هاي رسيدگي به تخلفات اداري كارمندان";"مديران و كارشناسان حوزه امر رسيدگي به تخلفات";"حضوري";;"كلاس";"تئوري";"كتاب";"تجربه حرفه اي مرتبط الزاميست";"فوق ليسانس حقوق و علوم قضايي";"3 سال";"5 سال";"يادگيري";"آزمون";"60%";;;
20881;83205;;"832";40;"زمين شناسي توسعه اي";"زمين شناسي";"شغلي";;10;"آشنايي با زمين شناسي توسعه اي";"کارشناسان واحدهاي زمين شناسي";"حضوري";;"كارگاه";"تئوري-عملي";"جزوه";" تجريه حرفه اي مرتبط الزاميست";"کارشناسي ارشد  زمين شناسي";"3 سال";"5 سال";"يادگيري";"آزمون";"70%";;;
20884;82635;;"826";40;"نرم افزارهاي طراحي  عمليات لرزه نگاري- سطح 1";"ژئوفيزيك";"شغلي";;10;"آشنايي با نرم افزارهاي طراحي  عمليات لرزه نگاري";"كارشناسان و كارشناسان ارشد واحدهاي ژئوفيزيك";"حضوري";;"كارگاه";"تئوري-عملي";"كتاب، جزوه و نرم افزار";"كارشناسي ارشد ژئوفيزيك";"5";"5";"يادگيري";"آزمون";"60%";;;;
20887;82638;;"826";80;"نرم افزارهاي پردازش داده هاي لرزه نگاري - سطح 1";"ژئوفيزيك";"شغلي";;10;"آشنايي با نرم افزارهاي پردازش داده هاي لرزه نگاري";"كارشناسان و كارشناسان ارشد واحدهاي ژئوفيزيك";"حضوري";;"كارگاه";"تئوري-عملي";"كتاب، جزوه و نرم افزار";"كارشناسي ارشد ژئوفيزيك";"5";"5";"يادگيري";"آزمون";"60%";;;;
20889;82808;;"828";24;"مدلسازي  پتروفيزيكي  و تهيه  مدل استاتيكي مخزن";"پتروفيزيك";"شغلي";;15;"آشنايي با روش هاي مدلسازي  پتروفيزيكي  و تهيه  مدل استاتيكي مخزن";"كارشناسان واحدهاي حوزه مهندسي نفت و زمين شناسي";"حضوري";;"كلاس";"تئوري";"كتاب و جزوه";;"كارشناسي ارشد مهندسي نفت/ زمين شناسي نفت";"3";"5";"يادگيري";"آزمون";"60%";;;
